keyword,recent_count,prior_count,growth
neurocircuitry,833,612,16.79
patient specific therapies,99,73,16.73
patient specific treatment,99,73,16.73
lead optimization,120,89,16.63
body worn sensor,35,26,16.6
body sensor,35,26,16.6
co-morbid,808,605,16.47
overdose risk,164,123,16.44
sleep dysregulation,144,108,16.44
conditioned place preference,283,214,16.31
place conditioning,283,214,16.31
multisite trial,38,29,16.16
intelligence quotient deficit,64,49,16.11
immune mediated therapy,43,33,16.07
patient subgroups,74,57,16.01
patient subpopulations,74,57,16.01
ion channel gatings,45,35,15.86
prematurely delivering,36,28,15.86
comparative effectiveness trial,36,28,15.86
rehab therapy,86,67,15.83
0-4 weeks old,128,100,15.79
osteoarthritis pain,32,25,15.79
tetrahydrocannabinol co-use,249,195,15.75
tetrahydrocannabinol use,249,195,15.75
underrepresented minority student,37,29,15.74
urm student,37,29,15.74
photometry,307,241,15.71
data science,93,73,15.71
mouse genetics,72,57,15.58
bipolar illness,58,46,15.55
single nucleotide variant,63,50,15.54
clinical center,73,58,15.52
sociodemographics,84,67,15.46
socio-demographics,84,67,15.46
opioid sparing,60,48,15.42
acute care,40,32,15.42
national institute of neurological diseases and stroke,65,52,15.42
bear children,83,67,15.28
bearing children,83,67,15.28
child bearing,83,67,15.28
sexually dimorphic,57,46,15.28
pregnancy care,47,38,15.25
comparator group,47,38,15.25
empowerment,80,65,15.18
65+ years old,33,27,15.07
childbearing,83,68,15.05
immune cell activation,46,38,14.93
ai system,52,43,14.91
surgery pain,35,29,14.89
surgical pain,35,29,14.89
knee osteoarthritis,41,34,14.87
precision-based medicine,153,127,14.86
brain health,30,25,14.8
racially diverse,74,62,14.72
racial diversity,74,62,14.72
mhealth application,31,26,14.71
residential building,31,26,14.71
m-health app,31,26,14.71
m-health application,31,26,14.71
pandemic disease,134,113,14.63
data coordinating center,136,115,14.59
data coordination center,136,115,14.59
implementation strategy,169,143,14.58
suicidal,65,55,14.58
nonhispanic,66,56,14.54
ph d. student,33,28,14.54
ph. d. student,33,28,14.54
ph.d student,33,28,14.54
ph.d. student,33,28,14.54
phd student,33,28,14.54
phd. student,33,28,14.54
ph d student,33,28,14.54
pain assay,106,90,14.53
nonneuronal cell,182,155,14.48
multi-modality,294,251,14.45
on-line education,35,30,14.39
on-line learning,35,30,14.39
functional magnetic resonance imaging scan,35,30,14.39
causative variant,37,32,14.26
causal mutation,37,32,14.26
biological sex,37,32,14.26
causal variant,37,32,14.26
causal gene,37,32,14.26
causal allele,37,32,14.26
causative mutation,37,32,14.26
opiate use disorder,1294,1120,14.25
ecologic systems,30,26,14.23
ecosystem,30,26,14.23
long-term prospective studies,30,26,14.23
barrier to health care,98,85,14.22
barrier to care,98,85,14.22
obstacle to healthcare,98,85,14.22
barrier to healthcare,98,85,14.22
barrier to treatment,98,85,14.22
obstacle to care,98,85,14.22
longitudinal outcome studies,217,189,14.16
opioid induced overdose,569,496,14.15
e-cig liquids,48,42,14.1
eliquid,48,42,14.1
ecigarette liquids,48,42,14.1
ejuice,48,42,14.1
e-cigarette liquids,48,42,14.1
electronic liquid,48,42,14.1
e-juice,48,42,14.1
e-liquid,48,42,14.1
ecig liquids,48,42,14.1
morphine administration,49,43,14.05
opiate exposure,241,212,14.02
opioid exposure,241,212,14.02
prenatal opiate exposure,42,37,14.0
biologic products,42,37,14.0
gestational opiate exposure,42,37,14.0
prenatally opiate exposed,42,37,14.0
multi-level analysis,71,63,13.9
multi-level model,71,63,13.9
protective factors,156,139,13.84
bio-engineered,37,33,13.83
bio-engineers,37,33,13.83
actigraph,38,34,13.78
predict therapy response,67,60,13.77
therapy prediction,67,60,13.77
treatment prediction,67,60,13.77
predict therapeutic response,67,60,13.77
clinical translation,77,69,13.76
treatment comparison,40,36,13.7
compare treatment,40,36,13.7
sleep debt,41,37,13.67
sleep deficiency,41,37,13.67
inadequate sleep,41,37,13.67
sleep loss,41,37,13.67
sleep deficit,41,37,13.67
sleep insufficiency,41,37,13.67
wearable device,51,46,13.67
insufficient sleep,41,37,13.67
deficient sleep,41,37,13.67
high dimensionality,72,65,13.66
bloodbrain barrier,84,76,13.63
wellbeing,254,230,13.62
pain score,33,30,13.57
chronic musculoskeletal pain,34,31,13.53
chronic msk pain,34,31,13.53
neonatal opioid withdrawal syndrome,114,104,13.52
healthcare availability,70,64,13.49
serious adverse reaction,35,32,13.49
serious adverse experience,35,32,13.49
health care access,70,64,13.49
healthcare accessibility,70,64,13.49
fish assay,59,54,13.48
non-steroidal anti-inflammatory drugs,72,66,13.45
computer based method,84,77,13.45
service availability,244,224,13.43
patient subsets,74,68,13.42
patient subtypes,74,68,13.42
waitlist,52,48,13.36
prediction of response to therapy,67,62,13.33
opioid use disorder,1294,1200,13.3
electron cryomicroscopy,70,65,13.28
cryoem,70,65,13.28
cryo-electron microscopy,70,65,13.28
pharmacobehavioral,131,122,13.24
pre-exposure prophylaxis,73,68,13.24
prep,73,68,13.24
minority communities,31,29,13.18
sleep disruption,144,135,13.16
impaired sleep,144,135,13.16
disturbed sleep,144,135,13.16
disrupted sleep,144,135,13.16
aberrant sleep,144,135,13.16
opioid detox,256,240,13.16
opioid detoxification,256,240,13.16
opiate withdrawal,256,240,13.16
vaping,147,138,13.14
early-career faculty,33,31,13.13
pragmatic effectiveness trial,50,47,13.12
druggable target,52,49,13.09
electronic communication,89,84,13.07
longitudinal dataset,36,34,13.06
longitudinal data set,36,34,13.06
electronic device,73,69,13.05
disadvantaged population,55,52,13.04
sex-related differences,358,339,13.02
sex-dependent differences,358,339,13.02
sex-specific differences,358,339,13.02
career transition,43,41,12.93
career mobility,43,41,12.93
career advancement,43,41,12.93
nutrition deficiency disorder,66,63,12.92
nutritional deficiency disorder,66,63,12.92
nutrition deficiency,66,63,12.92
electronic nicotine delivery device,90,86,12.91
precision medicine,153,148,12.75
tobacco smokers,31,30,12.74
mobile health app,31,30,12.74
mobile health application,31,30,12.74
mhealth app,31,30,12.74
preventing alcohol,40,39,12.65
prevent alcohol,42,41,12.63
on-going pain,88,86,12.62
ongoing pain,88,86,12.62
peer support,89,87,12.62
participatory action research,88,87,12.48
non-opioid,288,285,12.46
non-medical opioid use,511,506,12.46
nonmedical opioid use,511,506,12.46
opiate misuse,511,506,12.46
transcriptional signature,142,141,12.42
opioid crisis,972,966,12.41
opioid epidemic,972,966,12.41
opiate crisis,972,966,12.41
financial hardship,60,60,12.33
rural counties,36,36,12.33
hospital admission,210,210,12.33
socioenvironmental,86,86,12.33
financial burden,60,60,12.33
research contracts,36,36,12.33
health care delivery model,37,37,12.33
financial strain,60,60,12.33
financial stress,60,60,12.33
financial distress,60,60,12.33
skill development,117,118,12.23
exposed in utero,103,104,12.21
combustible cigarette,91,92,12.2
non-opioid analgesic,288,293,12.12
nonopiate analgesic,288,293,12.12
non-opiate analgesic,288,293,12.12
non-narcotic analgesic,288,293,12.12
osteoarthritic,50,51,12.09
underrepresented populations,123,126,12.04
bar codes,37,38,12.01
2-photon microscopy,37,38,12.01
two photon microscopy,37,38,12.01
two photon excitation microscopy,37,38,12.01
opiate related overdose,569,586,11.98
opioid toxicity,569,586,11.98
opioid related overdose,569,586,11.98
first in man,67,69,11.98
opioid drug overdose,569,586,11.98
first-in-human,67,69,11.98
opioid poisoning,569,586,11.98
opioid overdose,569,586,11.98
opiate overdose,569,586,11.98
opioid intoxication,569,586,11.98
opioid medication overdose,569,586,11.98
biocompatibility,30,31,11.94
death risk,58,60,11.92
mortality risk,58,60,11.92
pregnant mothers,222,230,11.9
imaging based approach,53,55,11.88
cryoelectron microscopy,70,73,11.83
treatment response prediction,67,70,11.8
parabrachial nucleus,41,43,11.76
pwuo,99,104,11.74
fluorescence in situ hybridization,59,62,11.74
people who use opioids,99,104,11.74
persons who use opioids,99,104,11.74
rehospitalization,38,40,11.72
re-admission,38,40,11.72
hospital re-admission,38,40,11.72
re-hospitalization,38,40,11.72
electronic nicotine delivery systems,90,95,11.68
wearable sensor,35,37,11.67
nonnarcotic analgesics,288,305,11.65
dietary deficiency,66,70,11.63
undernutrition,66,70,11.63
nutritional deficiency,66,70,11.63
pain perception,79,84,11.6
glial cell activation,47,50,11.59
glial activation,47,50,11.59
perioperative,77,82,11.58
tribal community,30,32,11.56
biomaterial compatibility,30,32,11.56
rehabilitative therapy,86,92,11.53
genomic dataset,71,76,11.52
genomic data-set,71,76,11.52
alaskan native american,69,74,11.5
nonopioid analgesics,288,310,11.46
nonopioid,288,310,11.46
fentyl,363,392,11.42
phentanyl,363,392,11.42
peer coaching,36,39,11.38
peer mentoring,36,39,11.38
peer led team learning,36,39,11.38
peer instruction,36,39,11.38
peer teaching,36,39,11.38
severe adverse event,35,38,11.36
medical costs,57,62,11.34
followup assessment,65,71,11.29
socio-economically,250,274,11.25
peripartum,83,91,11.25
faculty mentor,73,80,11.25
indigenous,61,67,11.23
hispanic-serving institution,30,33,11.21
structure of paraventricular nucleus of thalamus,60,66,11.21
paraventricular nucleus of thalamus,60,66,11.21
paraventricular thalamic nucleus,60,66,11.21
genomic therapy,47,52,11.15
3-dimensional,224,248,11.14
opiate mortality,264,293,11.11
opioid deaths,264,293,11.11
opioid mortality,264,293,11.11
opiate deaths,264,293,11.11
opioid overdose death,264,293,11.11
opioid related death,264,293,11.11
musculoskeletal,35,39,11.07
immune therapeutic approach,43,48,11.05
immune therapeutic strategy,43,48,11.05
immune therapeutic regimens,43,48,11.05
pain model,170,190,11.04
quality of sleep,68,76,11.04
degenerative arthritis,50,56,11.01
biobank,91,102,11.0
biorepository,91,102,11.0
reduce pain,201,226,10.97
pain reduction,201,226,10.97
rural place,40,45,10.96
rural locality,40,45,10.96
sleep dysfunction,79,89,10.95
epidemiological data,53,60,10.89
epidemiology data,53,60,10.89
post-partum,75,85,10.88
creativeness,37,42,10.87
creativity,37,42,10.87
natural language processing,59,67,10.86
natural language understanding,59,67,10.86
prescription pain reliever,36,41,10.83
global transcription profile,274,313,10.8
global gene expression,274,313,10.8
low ses,77,88,10.79
3-d,224,256,10.79
improve symptom,35,40,10.79
symptom improvement,35,40,10.79
symptomatic improvement,35,40,10.79
texting,67,77,10.73
short message service,67,77,10.73
personalized approach,67,77,10.73
tailored approach,67,77,10.73
individualized approach,67,77,10.73
precision approach,67,77,10.73
personalized medical approach,67,77,10.73
expecting mother,222,256,10.7
expectant mother,222,256,10.7
irb,91,105,10.69
developing fetus,32,37,10.67
drug use behavior,45,52,10.67
gestational ethanol exposure,32,37,10.67
opioid dependent,1157,1345,10.61
patient reported outcomes,92,107,10.6
patient outcomes assessments,92,107,10.6
efficacy study,115,134,10.58
clustered regularly interspaced short palindromic repeats,179,209,10.56
crispr,179,209,10.56
crispr/cas system,179,209,10.56
hiv seronegativities,35,41,10.53
hiv seronegativity,35,41,10.53
htlv-iii seronegativity,35,41,10.53
hiv negative,35,41,10.53
opiate consumption,1042,1220,10.53
opiate drug use,1042,1220,10.53
htlv-iii seronegativities,35,41,10.53
opiate use,1042,1220,10.53
opioid consumption,1042,1220,10.53
opioid drug use,1042,1220,10.53
opioid intake,1042,1220,10.53
opiate intake,1042,1220,10.53
active followup,650,763,10.51
followup,650,763,10.51
rural setting,40,47,10.5
socioeconomically disadvantaged,40,47,10.5
socioeconomically underprivileged,40,47,10.5
inter-individual variability,34,40,10.48
common data element,34,40,10.48
newborn infant,128,151,10.45
pain processing,61,72,10.45
data depository,33,39,10.44
malnutrition,66,78,10.44
biological sensor,99,117,10.44
people who use illicit drugs,131,155,10.42
pwud,131,155,10.42
people who use drugs,131,155,10.42
persons who use drugs,131,155,10.42
fish technique,59,70,10.4
fish analysis,59,70,10.4
fish technic,59,70,10.4
odor perception,43,51,10.4
olfactory perception,43,51,10.4
crispr-based tool,169,201,10.37
crispr/cas9 technology,169,201,10.37
crispr-based method,169,201,10.37
crispr methodology,169,201,10.37
crispr-based technique,169,201,10.37
crispr-based technology,169,201,10.37
longterm cohort study,42,50,10.36
self assessment,31,37,10.33
underrepresented groups,123,147,10.32
stigmatization,92,110,10.32
webinar,41,49,10.32
anti-cancer therapy,116,139,10.29
model the data,35,42,10.28
modeling of the data,35,42,10.28
human biology,35,42,10.28
noninsulin dependent diabetes,35,42,10.28
model of data,35,42,10.28
community health care,40,48,10.28
tenure track,60,72,10.28
flavorant,30,36,10.28
tenure process,60,72,10.28
translational researcher,38,46,10.19
translational investigator,38,46,10.19
translational scientist,38,46,10.19
post-partum women,33,40,10.17
overdose prevention,79,96,10.15
hypertrophic arthritis,50,61,10.11
degenerative joint disease,50,61,10.11
osteoarthrosis,50,61,10.11
degenerative polyarthritis,50,61,10.11
lmic,36,44,10.09
low and middle-income countries,36,44,10.09
cluster randomized trial,44,54,10.05
cluster randomization trial,44,54,10.05
therapeutic testing,34,42,9.98
pain outcome,59,73,9.97
injury to liver,38,47,9.97
healing,96,119,9.95
adolescent exposure to alcohol,33,41,9.93
adolescent exposure to ethanol,33,41,9.93
adolescent intermittent ethanol exposure,33,41,9.93
risk minimization,41,51,9.92
prevent suicide,41,51,9.92
suicidality prevention,41,51,9.92
prevent suicidality,41,51,9.92
infant and child development,134,167,9.9
child development,134,167,9.9
videoconferencing,32,40,9.87
brain reward regions,48,60,9.87
symptom comorbidity,79,99,9.84
symptom association,79,99,9.84
cooccuring symptom,79,99,9.84
comorbid symptom,79,99,9.84
concurrent symptom,79,99,9.84
associated symptom,79,99,9.84
illicit opiate,147,185,9.8
illicit opioid,147,185,9.8
transcriptional profiling,93,118,9.72
in vivo calcium imaging,92,117,9.7
fluorescent in situ hybridization,59,75,9.7
in vivo two-photon calcium imaging,92,117,9.7
intestinal biome,40,51,9.67
socioeconomic disadvantage,40,51,9.67
multimodality,294,375,9.67
enteric microbiome,40,51,9.67
prostate,40,51,9.67
gi microbiome,40,51,9.67
gut-associated microbiome,40,51,9.67
dissemination of results,46,59,9.62
unstably housed,35,45,9.59
pain signal,56,72,9.59
unstable housing,35,45,9.59
reduce disparity,56,72,9.59
death rate,105,135,9.59
housing instability,35,45,9.59
disparity reduction,56,72,9.59
instably housed,35,45,9.59
toxicant exposure,94,121,9.58
toxic exposure,94,121,9.58
medication misuse,59,76,9.57
public health emergency,76,98,9.56
suicide prevention,41,53,9.54
suicide precaution,41,53,9.54
suicide intervention,41,53,9.54
therapeutic evaluation,34,44,9.53
healthcare technology,64,83,9.51
medical care costs,57,74,9.5
painful sensation,30,39,9.49
pain sensation,30,39,9.49
ios app,83,108,9.48
opioid exposed,163,212,9.48
electronic health care record,213,277,9.48
smartphone application,83,108,9.48
android app,83,108,9.48
android application,83,108,9.48
cell phone application,83,108,9.48
cell phone app,83,108,9.48
cellular phone app,83,108,9.48
opiate exposed,163,212,9.48
smartphone app,83,108,9.48
ios application,83,108,9.48
cellular phone application,83,108,9.48
smart phone app,83,108,9.48
iphone application,83,108,9.48
